TRADEG,TDECDEG,MJD_OBS
347.40257900,-56.82097100,58376.30583440
29.39712100,-32.44102700,58372.38235767
32.30582900,-51.74958200,58455.11416909
28.41925400,-53.74380400,58376.31402643
27.33887900,-1.54969400,58370.28329298
347.06712100,-54.79308200,58374.32627735
77.09128300,-28.41627700,58459.27570579
86.69049200,-40.55513800,58458.28705666
354.03474200,-58.85044300,58380.31655502
54.00304600,-25.37341600,58438.32360179
46.94762900,-27.40205500,58455.20060359
334.45774600,-45.66230400,58428.10196724
82.50370400,-27.40199900,58461.09654004
21.72829600,-40.59080400,58430.25622635
77.06062500,-18.27052700,58458.26803761
74.45137500,-55.80608200,58458.30116429
0.57112500,-40.59027700,58450.06451360
84.71428300,-32.47413800,58463.14495874
67.07207900,-50.73438700,58454.32393702
82.15249600,-19.28616600,58460.24049825
95.59362100,-53.77805400,58480.10333079
68.69254600,-40.59033200,58459.10010638
0.37359200,-0.01111100,58431.14736710
67.89004600,-29.43136000,58457.30473589
28.57682900,-54.79272100,58454.04418098
309.47044600,-50.73458200,58430.05344934
2.18229200,-43.63424900,58430.20780797
4.54350000,-42.61924900,58450.07275696
89.99367100,-29.43119400,58465.17550438
58.33082900,-42.61949900,58456.05958607
320.92449200,-45.66236000,58431.07479899
67.14400400,-61.89435900,58455.31402664
320.44457900,-1.02638900,58390.02002747
26.25208300,-12.18502700,58437.23919271
38.68954600,-4.06908300,58451.20340270
21.70879600,-47.65772100,58371.34296129
86.98261700,-35.51741600,58466.16976386
72.51762100,-46.67638700,58454.33226846
30.30675000,-45.62861000,58371.35529876
330.02115000,-1.02580600,58419.09349073
68.92678300,-38.56147100,58457.25355462
29.10909200,-2.04005500,58401.30995053
6.72379600,-6.09808300,58449.08554488
77.17099600,-42.61911000,58461.11788769
33.09707900,-62.87494300,58371.27041257
335.29715800,-58.85055400,58375.24246350
69.13774600,-36.53261000,58459.05890843
317.24686700,1.00258300,58390.00764618
87.46066700,-22.32936000,58462.13541167
41.77787900,-16.24286100,58437.28625852
20.34879200,-37.51294300,58371.37103841
55.48474600,-50.73516500,58455.19718441
327.79144600,-44.64797100,58428.11195187
8.35950000,1.00369400,58378.30840342
8.27224600,-50.73486000,58377.28125400
73.03462500,-38.56119300,58460.04921759
16.34582900,-0.01141700,58375.32852747
9.14412100,-38.56136000,58450.08373553
35.49433300,4.04663900,58451.17424361
357.00302900,-64.93724800,58380.31095308
61.14620800,-36.53313800,58430.30082604
25.80028300,-49.71969300,58376.33360985
23.06641700,-14.21397200,58453.05200451
30.43082900,-11.17055500,58437.24751187
19.14975000,-35.51777700,58453.04017084
72.66724600,-44.64744300,58459.29969165
26.83520800,-20.30055500,58454.09093098
46.75045400,-13.20091600,58429.30756138
8.35832900,-1.02613900,58448.07768093
52.00962100,-66.15466500,58489.13605152
58.75095000,-33.10008200,58490.13864078
85.47649600,-53.77902600,58456.25246781
45.43279600,-58.85049800,58455.22426553
22.06595800,-25.37313800,58452.18712953
347.06582900,-54.79202600,58376.26315201
28.65100400,-21.31499900,58454.19656254
33.32012900,-65.14066500,58481.07030667
75.01399600,-41.60483200,58493.16788721
9.34167100,-34.50344300,58452.04156020
87.42932900,-50.73427600,58463.15942274
41.86987500,-8.12725000,58455.12662061
318.67824200,-57.83624800,58375.23430589
36.81799600,-15.22863800,58438.26581760
20.49283300,-28.41649900,58451.14670672
43.16529200,-37.54749900,58430.26094136
13.15066700,2.01791700,58401.25080309
81.38762900,-40.59011000,58460.30292638
336.68161700,-46.67738700,58372.21123480
40.68932900,-65.14038700,58480.14207407
43.49754200,-3.05586100,58429.24423505
24.63362900,-24.32502700,58375.38650566
45.11229200,-16.24422200,58429.27091240
333.61990400,-51.74936000,58401.10844627
16.77267100,-45.62902600,58370.36897278
344.18428300,-53.77755400,58376.26040772
28.58908300,-29.43105500,58452.21058132
11.55196700,3.03236100,58401.24532197
37.16067100,-53.77769300,58380.38571057
85.30820800,-28.38272100,58455.30455716
70.14454600,-65.03897000,58480.11237369
358.77520400,1.00369400,58378.28358505
51.89803300,-43.63380400,58428.30797328
73.44570000,-28.41622100,58459.27016899
